location,family,subfamily,genus,species,subspecies,original entry,source,calibration,FO_LO,...11,...12,age,pal_lat
1168,Gonyaulacaceae,Cribroperidinioideae,Stoveracysta,kakanuiensis,NA,50% C12r,"Brinkhuis et al., 2003a",0.5 in mag_C12r,LO,NA,NA,32.0955,-54.58852143
North Sea Compilation,misc,misc,Fromea,amphora,NA,100% juddii,"Costa and Davey, 1992",1 in amm_b_Neocardioceras juddii,LO,NA,NA,93.9,43.99
North Sea Compilation,Order Gonyaulacales Family uncertain,uncertain,Atopodinium,prostatum,NA,100% regulare,"Riding and Thomas, 1992",0.4 in amm_b_Ringsteadia pseudocordata,LO,NA,NA,156.244,36.60048
North Sea Compilation,Order Gonyaulacales Family uncertain,uncertain,Dingodinium,tuberosum,NA,0% rosenkrantzi,"Riding and Thomas, 1992",0.4 in amm_b_Ringsteadia pseudocordata,FO,NA,NA,156.244,36.60048
765,Pareodiniaceae,all,Batioladinium,reticulatum,NA,80% CC3,"Helby and McMinn, 1992",0.8 in nan_n_CC3,LO,NA,NA,133.8546815,-50.97112774
765,Pareodiniaceae,all,Broomea,simplex,NA,80% CC3,"Helby and McMinn, 1992",0.8 in nan_n_CC3,LO,NA,NA,133.8546815,-50.97112774
Central Danish Trough,Gonyaulacaceae,Gonyaulacoideae,Hystrichostrogylon,stolidotum,NA,25% forbesi,"Heilmann-Clausen, 1987",0.12 in amm_b_Deshayesites deshayesi,LO,NA,NA,119.8668,45.230636
765,Gonyaulacaceae,Gonyaulacoideae,Callaiosphaeridium,asymmetricum,NA,80% CC7a,"Helby and McMinn, 1992",0.8 in nan_n_CC7a,FO,NA,NA,119.8249053,-48.60875473
1168,Gonyaulacaceae,Cribroperidinioideae,Stoveracysta,ornata,NA,50% C12r,"Brinkhuis et al., 2003a",0.5 in mag_C12r,LO,NA,NA,32.0955,-54.58852143
Kimmeridge,Order Gonyaulacales Family uncertain,uncertain,Dingodinium,tuberosum,NA,0% Rozenkrantzii,"Riding and Thomas, 1988",0.5 in amm_b_Ringsteadia pseudocordata,FO,NA,NA,156,33.9
Denmark3,Order Gonyaulacales Family uncertain,uncertain,Atopodinium,prostatum,NA,90% in oxfordian,"Poulsen and Riding, 2003 sensu Riding et al., 2010",0.9 in stage_Oxfordian,LO,NA,NA,155.455,41.61815
nw Australia compilation,Order Gonyaulacales Family uncertain,uncertain,Indodinium,khariense,NA,90% in oxfordian,"Riding and Helby, 2001e",0.9 in stage_Oxfordian,FO,NA,NA,155.455,-41.40875
Arctic Basin,Order Gonyaulacales Family uncertain,uncertain,Wallodinium,krutzschii,NA,0% baylei,"Bujak et al., 2022",0 in amm_b_Pictonia baylei,FO,NA,NA,154.78,70.4088
Denmark1,Order Gonyaulacales Family uncertain,uncertain,Dingodinium,tuberosum,NA,0% in Baylei,"Poulsen, 1992",0 in amm_b_Pictonia baylei,FO,NA,NA,154.78,40.861
Dorset-Yorkshire,Order Gonyaulacales Family uncertain,uncertain,Dingodinium,tuberosum,NA,0% in Baley,"Woollam and Riding, 1983",0 in amm_b_Pictonia baylei,FO,NA,NA,154.78,35.722
Zaragoza,Order Gonyaulacales Family uncertain,uncertain,Epiplosphaera,reticulospinosa,NA,100% in bimammatum,"Smelror et al., 1991",1 in amm_t_Epipeltoceras bimammatum,FO,NA,NA,154.23,25.79616667
Massignano_Monte Cagnero,Cladopyxiaceae,all,Licracysta,semicirculata,NA,60% C13n1,"Brinkhuis and Biffi, 1993",0.6 in mag_C13n,LO,NA,NA,33.4188,35.70663606
Q13_14,Gonyaulacaceae,Gonyaulacoideae,Hystrichostrogylon,stolidotum,NA,40% forbesi,"Duxbury, 2001",0.2 in amm_b_Deshayesites deshayesi,LO,NA,NA,119.798,47.54848
Hold With Hope,Gonyaulacaceae,Gonyaulacoideae,Exiguisphaera,plectilis,NA,20% Aptian,"Nøhr-Hansen et al., 2020",0.2 in stage_Aptian,LO,NA,NA,119.76,55.6552
361,Gonyaulacaceae,Gonyaulacoideae,Callaiosphaeridium,asymmetricum,NA,33R,"Davey, 1978",1 in nan_c_NC6b,FO,NA,NA,119.40135,-41.49407357
Isle of Wright,Gonyaulacaceae,Gonyaulacoideae,Pterodinium,premnon,NA,20% bowerbanki,"Duxbury, 1983",0.2 in amm_b_Tropaeum bowerbanki,LO,NA,NA,119.04,40.0208
6711,Goniodomaceae,all,Hystrichosphaeridium,dowlingii,NA,70% Campanian,"Radmacher et al., 2015",0.7 in stage_Campanian,LO,NA,NA,75.614,57.63684
Scotian Margin,Goniodomaceae,all,Alisocysta,circumtabulata,NA,80% in Campanian,"Williams et al., 1993",0.8 in stage_Campanian,FO,NA,NA,74.466,36.34466
North Sea Compilation,Gonyaulacaceae,other,Hystrichosphaerina,schindewolfii,NA,100% tardefurcata,"Costa and Davey, 1992",1 in amm_b_Leymeriella tardefurcata,LO,NA,NA,110.87,43.9912
North Sea Compilation,Gonyaulacaceae,other,Hystrichosphaerina,schindewolfii,NA,25% paratollia,"Costa and Davey, 1992",0.25 in amm_b_Paratollia/Platylenticeras,FO,NA,NA,136.08,36.2192
913,Peridiniaceae,Deflandreoideae,Cerodinium,depressum,NA,0% in C20r,"Eldrett et al., 2004",0 in mag_C20r,LO,NA,NA,46.235,62.2602
mid-Waipara,Peridiniaceae,Deflandreoideae,Alterbidinium,asymmetricum,NA,25% C21r,"Crouch et al., 2020",0.25 in mag_C21r,FO,NA,NA,48.5985,-46.94015
mid-Waipara,Peridiniaceae,Deflandreoideae,Spinidinium,macmurdoense,NA,100% C22n,"Crouch et al., 2020",1 in mag_C22n,FO,NA,NA,48.878,-46.9122
553,Peridiniaceae,Deflandreoideae,Palaeocystodinium,golzowense,NA,75% NP13,"Brown and Downie, 1984",0.75 in nan_n_NP13,LO,NA,NA,49.2612775,45.2477445
mid-Waipara,Peridiniaceae,Deflandreoideae,Deflandrea,antarctica,NA,35% C22n,"Crouch et al., 2020",0.35 in mag_C22n,FO,NA,NA,49.3902,-46.86098
552,Peridiniaceae,Deflandreoideae,Lentinia,serrata,NA,5% in NP13,"Brown and Downie, 1984",0.5 in nan_n_NP13,LO,NA,NA,49.722815,45.055437
Suvlu,Peridiniaceae,Deflandreoideae,Deflandrea,phosphoritica,NA,40% NP13,"King et al., 2018",0.4 in nan_n_NP13,LO,NA,NA,49.90743,37.537028
Scotian Margin,Peridiniaceae,Deflandreoideae,Cerodinium,speciosum,NA,70% in Ypresian,"Williams et al., 1993",0.7 in stage_Ypresian,LO,NA,NA,50.449,34.34041
North Sea Compilation,Gonyaulacaceae,other,Isthmocystis,distincta,NA,0% inversus,"Costa and Davey, 1992",0 in amm_b_Speetoniceras inversum,LO,NA,NA,130.91,37.5634
North Sea Compilation,Gonyaulacaceae,other,Kiokansium,unituberculatum,NA,100% juddii,"Costa and Davey, 1992",1 in amm_b_Neocardioceras juddii,LO,NA,NA,93.9,43.99
6711,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,loffrense,NA,60% Campanian,"Radmacher et al., 2015",0.6 in stage_Campanian,LO,NA,NA,76.762,57.70572
Trunch borehole,Gonyaulacaceae,Leptodinioideae,Eatonicysta,exilis,NA,50% in donezianum,"Pearce, 2010",0.5 in amm_b_Didymoceras donezianum,FO,NA,NA,76.99,42.6194
poigny,Gonyaulacaceae,Leptodinioideae,Rhynchodiniopsis,saliorum,NA,75% between MCaE and basiplana,"Pearce et al., 2022",0.67 in nan_u_UC15c,LO,NA,NA,77.0288438,38.29201907
poigny,Gonyaulacaceae,Leptodinioideae,Eatonicysta,mutabilireta,NA,75% between papillosa and MCaE,"Pearce et al., 2022",0.2 in nan_u_UC15c,LO,NA,NA,77.403838,38.31826866
748,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,complex,NA,33% in R. levis,"Mohr and Mao, 1997",0 in nan_n_CC21,FO,NA,NA,77.56341,-58.7939291
748,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,pulcherrimum,NA,50% Campanian,"Mohr and Mao, 1997",0.5 in stage_Campanian,FO,NA,NA,77.91,-58.6241
Trunch borehole,Gonyaulacaceae,Leptodinioideae,Eatonicysta,mutabilireta,NA,40% in Campanian,"Pearce, 2010",0.4 in stage_Campanian,LO,NA,NA,79.058,42.74348
Trunch borehole,Gonyaulacaceae,Leptodinioideae,Eatonicysta,mutabilireta,NA,20% in phaleratum,"Pearce, 2010",0.2 in amm_b_Neancyloceras phaleratum,FO,NA,NA,80.498,42.84482
North Sea Compilation,Gonyaulacaceae,other,Lagenorhytis,delicatula,NA,50% amblygonium,"Costa and Davey, 1992",0.5 in amm_b_Endemoceras amblygonium,LO,NA,NA,132.43,37.1682
North Sea Compilation,Gonyaulacaceae,other,Lagenorhytis,delicatula,NA,0% albidum,"Costa and Davey, 1992",0 in amm_b_Peregrinoceras albidum,FO,NA,NA,137.81,35.7694
North Sea Compilation,Peridiniaceae,other,Corculodinium,inaffectum,NA,100% Pect. elegans,"Riding and Thomas, 1992",1 in amm_b_Pectinatites elegans,FO,NA,NA,148.67,36.86725
east Kent,Gonyaulacaceae,Leptodinioideae,Rhynchodiniopsis,saliorum,NA,40% in hippocrepis,"Prince et al., 2008",0.4 in amm_b_Scaphites hippocrepis III,LO,NA,NA,81.306,42.11754
Scotian Margin,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,perforatum,NA,75% NC12-13/14 and NC17/18,"Fensome et al., 2008",0.75 between 0 nan_c_NC12 1 nan_c_NC18,LO,NA,NA,82.842575,36.37157425
poigny,Gonyaulacaceae,Leptodinioideae,Eatonicysta,mutabilireta,NA,SCaBE,"Pearce et al., 2022",0.5 in nan_u_UC13,FO,NA,NA,83.375,38.78125
959,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,dividuum,NA,100% in santonian,"Masure et al., 1998",1 in stage_Santonian,LO,NA,NA,83.65,-7.9985
959,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,porosum,NA,100% in santonian,"Masure et al., 1998",1 in stage_Santonian,LO,NA,NA,83.65,-7.9985
Trunch borehole,Gonyaulacaceae,Leptodinioideae,Rhynchodiniopsis,saliorum,NA,67% in marsupites,"Pearce et al., 2020",0.97 in amm_b_Placenticeras polyopsis,FO,NA,NA,83.939,43.15451
Trunch borehole,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,readei,NA,0% in marsupites,"Pearce et al., 2020",0.96 in amm_b_Placenticeras polyopsis,LO,NA,NA,83.952,43.15568
Trunch borehole,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,pulcherrimum,NA,75% in plesiocorus plana,"Pearce et al., 2020",0.85 in amm_b_Placenticeras polyopsis,FO,NA,NA,84.095,43.16855
poigny,Gonyaulacaceae,Leptodinioideae,Rhynchodiniopsis,saliorum,NA,25% between Haven Brow and Horseshoe Bay,"Pearce et al., 2022",0.1 in amm_b_Placenticeras polyopsis,FO,NA,NA,85.07,38.9225
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Conosphaeridium,striatoconus,NA,25% Santonian,"Helby et al., 1987",0.25 in stage_Santonian,LO,NA,NA,85.1875,-50.281875
1171,Cladopyxiaceae,all,Enneadocysta,dictyostila,NA,50% C13n,"Bijl et al., 2013",0.5 in mag_C13n,LO,NA,NA,33.47,-60.3716
Massignano_Monte Cagnero,Cladopyxiaceae,all,Licracysta,semicirculata,NA,40% C13n1,"Brinkhuis and Biffi, 1993",0.4 in mag_C13n,FO,NA,NA,33.5212,35.68101547
Borneo,Cladopyxiaceae,all,Enneadocysta,multicornuta,NA,100% in Priabonian,"Besems, 1993",1 in stage_Priabonian,LO,NA,NA,33.9,10.588
748,Ceratiaceae,all,Odontochitina,cribropoda,NA,100% in CC23,"Mao and Mohr, 1992",1 in nan_n_CC23,LO,NA,NA,72.247,-61.39897
748,Ceratiaceae,all,Odontochitina,operculata,NA,95% in CC23,"Mao and Mohr, 1992",0.95 in nan_n_CC23,LO,NA,NA,72.4273355,-61.3106056
"M8, Hartuv B",Ceratiaceae,all,Xenascus,ceratioides,NA,60% between 50% UC16 and 50% UC17,"Hoek et al., 1996",0.6 between 0.5 nan_u_UC16 0.5 nan_u_UC17,LO,NA,NA,72.4465,13.0165125
Scotian Margin,Ceratiaceae,all,Odontochitina,costata,NA,75% NC20,"Fensome et al., 2008",0.75 in nan_c_NC20,LO,NA,NA,72.6692375,36.32669238
Scotian Margin,Ceratiaceae,all,Xenascus,ceratioides,NA,75% NC20,"Fensome et al., 2008",0.75 in nan_c_NC20,LO,NA,NA,72.6692375,36.32669238
Scotian Margin,Ceratiaceae,all,Xenascus,perforatus,NA,75% NC20,"Fensome et al., 2008",0.75 in nan_c_NC20,LO,NA,NA,72.6692375,36.32669238
"M8, Hartuv B",Ceratiaceae,all,Odontochitina,costata,NA,65% UC16,"Hoek et al., 1996",0.65 in nan_u_UC16,LO,NA,NA,73.30915,12.95181375
"M8, Hartuv B",Ceratiaceae,all,Odontochitina,operculata,NA,60% UC16,"Hoek et al., 1996",0.6 in nan_u_UC16,LO,NA,NA,73.5046,12.937155
748,Ceratiaceae,all,Odontochitina,costata,NA,50% in CC23,"Mohr and Mao, 1997",0.5 in nan_n_CC23,LO,NA,NA,74.050355,-60.51532605
Hornby Island,Ceratiaceae,all,Xenascus,ceratioides,NA,100% C33n,"McLachlan et al., 2018",1 in mag_C33n,LO,NA,NA,74.201,43.6325
Trunch borehole,Ceratiaceae,all,Odontochitina,diducta,NA,80% in campanian,"Pearce, 2010",0.8 in stage_Campanian,LO,NA,NA,74.466,42.46796
6711,Ceratiaceae,all,Odontochitina,spp.,NA,80% in Campanian,"Radmacher et al., 2015",0.8 in stage_Campanian,LO,NA,NA,74.466,57.56796
poigny,Ceratiaceae,all,Odontochitina,porifera,NA,above LCaE,"Pearce et al., 2022",1 in nan_u_UC15d,LO,NA,NA,75.85,38.2095
poigny,Ceratiaceae,all,Xenascus,wetzelii,NA,above LCaE,"Pearce et al., 2022",1 in nan_u_UC15d,LO,NA,NA,75.85,38.2095
North Sea Compilation,Gonyaulacaceae,other,Nelchinopsis,kostromiensis,NA,0% polyptychites,"Costa and Davey, 1992",0 in amm_b_Polyptychites,FO,NA,NA,136.72,36.0528
North Sea Compilation,Gonyaulacaceae,other,Nelchinopsis,kostromiensis,NA,75% marginatus,"Costa and Davey, 1992",0.75 in amm_b_Simbirskites marginatus,LO,NA,NA,127.45,38.82
Isle of Wright,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,kleithria,NA,25% bowerbanki,"Duxbury, 1983",0.25 in amm_b_Tropaeum bowerbanki,LO,NA,NA,119.0225,40.024825
North Sea Compilation,Gonyaulacaceae,Gonyaulacoideae,Callaiosphaeridium,trycherium,NA,50% bowerbanki,"Costa and Davey, 1992",0.5 in amm_b_Tropaeum bowerbanki,LO,NA,NA,118.935,42.0556
North Sea Compilation,Gonyaulacaceae,other,Nexosispinum,vetusculum,NA,0% regale,"Costa and Davey, 1992",0 in amm_b_Endemoceras regale,FO,NA,NA,131.81,37.3294
North Sea Compilation,Gonyaulacaceae,other,Nexosispinum,vetusculum,NA,20% elegans,"Costa and Davey, 1992",0.2 in amm_b_Paracrioceras elegans,LO,NA,NA,124.688,39.9248
poigny,Gonyaulacaceae,Leptodinioideae,Membranigonyaulax,wilsonii,NA,Haven Brow,"Pearce et al., 2022",1 in amm_b_Texanites gallicus,FO,NA,NA,85.2,38.93333333
748,Ceratiaceae,all,Xenascus,ceratioides,NA,0% in CC23,"Mohr and Mao, 1997",0 in nan_n_CC23,LO,NA,NA,75.85371,-59.6316821
748,Ceratiaceae,all,Odontochitina,porifera,NA,20% CC22,"Mao and Mohr, 1992",0.2 in nan_n_CC22,FO,NA,NA,76.583182,-59.27424082
748,Ceratiaceae,all,Odontochitina,spinosa,NA,90% in R. levis,"Mohr and Mao, 1997",0.85 in nan_n_CC21,FO,NA,NA,76.885229,-59.12623779
748,Ceratiaceae,all,Odontochitina,operculata,NA,100% in A.p.expansa,"Mohr and Mao, 1997",1 in nan_e_Broinsonia parca expansa,FO,NA,NA,82.28602,-57.485699
poigny,Ceratiaceae,all,Xenascus,wetzelii,NA,20% between SCaBE and pillula,"Pearce et al., 2022",1 in nan_u_UC13,FO,NA,NA,82.79,38.7325
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,tubulosum,NA,10% Santonian,"Helby et al., 1987",0.1 in stage_Santonian,LO,NA,NA,85.495,-50.33415
959,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,pulcherrimum,NA,0% santonian,"Masure et al., 1998",0 in stage_Santonian,FO,NA,NA,85.7,-7.773
Bohemian Basin,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,pulcherrimum,NA,100% UC 9c,"Olde et al., 2015",1 in nan_u_UC9c,LO,NA,NA,87.18,41.608
Bohemian Basin,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,cooksoniae,NA,75% UC 9c,"Olde et al., 2015",0.75 in nan_u_UC9c,LO,NA,NA,87.7575,41.9545
Scotian Margin,Gonyaulacaceae,Leptodinioideae,Stiphrosphaeridium,antophorum,NA,0% in coniacian,"Williams et al., 1993",0 in stage_Coniacian,LO,NA,NA,89.39,36.3061
east Kent,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,poculum,NA,0% in tridorsatum,"Prince et al., 2008",0 in amm_b_Peroniceras tridorsatum,FO,NA,NA,89.39,42.8451
North Sea Compilation,Peridiniaceae,other,Corculodinium,inaffectum,NA,100% Pect. Elegans,"Riding and Thomas, 1992",1 in amm_b_Pectinatites elegans,LO,NA,NA,148.67,36.86725
Quercy,Peridiniaceae,other,Corculodinium,inaffectum,NA,100% gravesia,"Ioannides et al., 1988",1 in amm_b_Pectinatites elegans,LO,NA,NA,148.67,28.4005
Rio Argos,Peridiniaceae,other,Ovoidinium,diversum,NA,75% Radiatus,"Leereveld, 1997a",0.75 in amm_t_Acanthodiscus radiatus,FO,NA,NA,131.8575,24.16127836
Rio Argos,Peridiniaceae,other,Ovoidinium,incomptum,NA,50% caillaudianus,"Leereveld, 1997a",0.1 in amm_t_Kotetishvilia compressissima,FO,NA,NA,125.021,25.63892767
Q13_14,Peridiniaceae,other,Ascodinium,fissilum,NA,67% elegans,"Duxbury, 2001",0.67 in amm_b_Paracrioceras elegans,FO,NA,NA,124.5188,45.647292
Q13_14,Peridiniaceae,other,Ascodinium,fissilum,NA,67% elegans,"Duxbury, 2001",0.67 in amm_b_Paracrioceras elegans,LO,NA,NA,124.5188,45.647292
North Sea Compilation,misc,misc,Palaecysta,palmula,NA,0% Polyptychites,"Costa and Davey, 1992",0 in amm_b_Polyptychites,LO,NA,NA,136.72,36.0528
North Sea Compilation,misc,misc,Palaecysta,palmula,NA,50% stenomphalus,"Costa and Davey, 1992",0.5 in amm_b_Surites stenomphalus,FO,NA,NA,138.03,35.7122
North Sea Compilation,misc,misc,Palaeoglenodinium,cretaceum,NA,33% quadrata,"Costa and Davey, 1992",0.5 in amm_b_Neancyloceras phaleratum,LO,NA,NA,80.24,42.7216
North Sea Compilation,misc,misc,Palaeoglenodinium,cretaceum,NA,33% coranguinum,"Costa and Davey, 1992",0.8 in amm_b_Paratexanites serratomarginatus,FO,NA,NA,86.348,43.27132
913,Peridiniaceae,Palaeoperidinioideae,Phthanoperidinium,resistente,NA,25% C15r,"Firth, 1996",0.25 in mag_C15r,LO,NA,NA,35.519,66.42025
North Sea Compilation,Peridiniaceae,Palaeoperidinioideae,Vectidinium,stoveri,NA,100% in P15,"Powell, 1992",1 in plfor_A_P15,FO,NA,NA,35.58,46.163
1170,Peridiniaceae,Palaeoperidinioideae,Phthanoperidinium,stockmansii,NA,100% in C16n.1n,"Sluijs et al., 2003",1 in mag_C16n.1n,LO,NA,NA,35.58,-60.05371429
403-406,Peridiniaceae,Palaeoperidinioideae,Phthanoperidinium,resistente,NA,406_40X,"Costa and Downie, 1979",0.4 in nan_n_NP19-20,LO,NA,NA,35.88,48.0828
913,Peridiniaceae,Palaeoperidinioideae,Phthanoperidinium,amoenum,NA,50% C16n,"Firth, 1996",0.5 in mag_C16n,LO,NA,NA,35.9655,66.308625
Priabona,Areoligeraceae,all,Schematophora,speciosa,NA,80% NP18,"Brinkhuis, 1994",0.8 in nan_n_NP18,FO,NA,NA,36.85968,38.30994667
Kysing-4,Areoligeraceae,all,Membranophoridium,aspinatum,NA,50% NP18,"Heilmann-Clausen and Van Simaeys, 2005",0.5 in nan_n_NP18,FO,NA,NA,36.8892,49.835512
913,Areoligeraceae,all,Glaphyrocysta,reticulosa,NA,50% C17n.1n,"Firth, 1996",0.5 in mag_C17n.1n,LO,NA,NA,36.979,66.05525
North Sea Compilation,Gonyaulacaceae,other,Pervosphaeridium,truncatum,NA,100% lautus,"Costa and Davey, 1992",1 in amm_b_Dimorphoplites biplicatus,FO,NA,NA,107.59,44.2964
North Sea Compilation,Gonyaulacaceae,other,Pervosphaeridium,truncatum,NA,100% peltrocoriensis,"Costa and Davey, 1992",1 in amm_b_Forresteria petrocoriensis,LO,NA,NA,89.39,43.5451
U1356A,Protoperidiniaceae,all,Selenopemphix,brinkhuisii,NA,100% C12n,"Bijl et al., 2018",1 in mag_C12n,LO,NA,NA,30.591,-58.2409
U1356A,Protoperidiniaceae,all,Lejeunecysta,katatonos,NA,50% C11n,"Bijl et al., 2018",0.5 in mag_C11n,LO,NA,NA,29.5765,-58.329645
North Sea Compilation,Protoperidiniaceae,all,Gerlachidium,aechomorphum,NA,65% in NP23,"Powell, 1992",0.65 in nan_n_NP23,FO,NA,NA,28.843645,47.1156355
Australia Synthesis,Ceratiaceae,all,Odontochitina,porifera,NA,5% Campanian,"Helby et al., 1987",0.05 in stage_Campanian,LO,NA,NA,83.076,-49.92292
poigny,Ceratiaceae,all,Odontochitina,porifera,NA,SCaBE,"Pearce et al., 2022",0.5 in nan_u_UC13,FO,NA,NA,83.375,38.78125
959,Ceratiaceae,all,Odontochitina,operculata,NA,0% campanian,"Masure et al., 1998",0 in stage_Campanian,FO,NA,NA,83.65,-7.9985
Omsk No. 8,Ceratiaceae,all,Odontochitina,costata,NA,100% C34n,"Lebedeva et al., 2013",1 in mag_C34n,LO,NA,NA,83.65,52.02125
North Sea Compilation,Gonyaulacaceae,other,Protoellipsodinium,spinosum,NA,0% noricum,"Costa and Davey, 1992",0 in amm_b_Endemoceras noricum,FO,NA,NA,132.26,37.2124
North Sea Compilation,Gonyaulacaceae,other,Protoellipsodinium,spinocristatum,NA,100% Inflatum,"Costa and Davey, 1992",1 in amm_b_Pervenquieria inflatum,LO,NA,NA,103.13,44.4748
North Sea Compilation,Gonyaulacaceae,other,Protoellipsodinium,spinocristatum,NA,0% fissicostatus,"Costa and Davey, 1992",0 in amm_b_Prodeshayesites fissicostatus,FO,NA,NA,121.15,41.34
North Sea Compilation,Gonyaulacaceae,other,Protoellipsodinium,spinosum,NA,100% Inflatum,"Costa and Davey, 1992",1 in amm_b_Pervenquieria inflatum,LO,NA,NA,103.13,44.4748
Isle of Wright,Gonyaulacaceae,Gonyaulacoideae,Callaiosphaeridium,trycherium,NA,50% bowerbanki,"Duxbury, 1983",0.5 in amm_b_Tropaeum bowerbanki,LO,NA,NA,118.935,40.04495
Q13_14,Gonyaulacaceae,Gonyaulacoideae,Exiguisphaera,plectilis,NA,100% bowerbanki,"Duxbury, 2001",1 in amm_b_Tropaeum bowerbanki,LO,NA,NA,118.76,47.7976
748,Ceratiaceae,all,Odontochitina,cribropoda,NA,15% in C. costata,"Mohr and Mao, 1997",0.9 in stage_Santonian,FO,NA,NA,83.855,-57.40725
east Kent,Ceratiaceae,all,Odontochitina,costata,NA,90% in marsupites,"Prince et al., 2008",0.99 in amm_b_Placenticeras polyopsis,LO,NA,NA,83.913,42.35217
east Kent,Ceratiaceae,all,Xenascus,spinatus,NA,90% in marsupites,"Prince et al., 2008",0.99 in amm_b_Placenticeras polyopsis,LO,NA,NA,83.913,42.35217
east Kent,Ceratiaceae,all,Odontochitina,operculata,NA,75% in marsupites,"Prince et al., 2008",0.975 in amm_b_Placenticeras polyopsis,LO,NA,NA,83.9325,42.353925
east Kent,Ceratiaceae,all,Xenascus,gochtii,NA,50% in Marsupites,"Prince et al., 2008",0.95 in amm_b_Placenticeras polyopsis,LO,NA,NA,83.965,42.35685
east Kent,Ceratiaceae,all,Xenascus,yunii,NA,20% in marsupites,"Prince et al., 2008",0.92 in amm_b_Placenticeras polyopsis,LO,NA,NA,84.004,42.36036
nw Australia compilation,Order Gonyaulacales Family uncertain,uncertain,Fusiformacysta,challisiana,NA,15% in kimmeridgian,"Riding and Helby, 2001d",0.15 in stage_Kimmeridgian,LO,NA,NA,153.949,-42.53825
Scotian Margin,Order Gonyaulacales Family uncertain,uncertain,Valensiella,spp.,NA,20% in kimmeridgian,"Williams et al., 1993",0.2 in stage_Kimmeridgian,LO,NA,NA,153.672,29.21872
east Kent,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,pulcherrimum,NA,0% in tridorsatum,"Prince et al., 2008",0 in amm_b_Peroniceras tridorsatum,FO,NA,NA,89.39,42.8451
east Kent,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,prolixispinosum,NA,90% in petrocoriense,"Prince et al., 2008",0.8 in amm_b_Forresteria petrocoriensis,LO,NA,NA,89.41,42.8469
east Kent,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,prolixispinosum,NA,25% in petrocoriense,"Prince et al., 2008",0.5 in amm_b_Prionocyclus germani,FO,NA,NA,89.545,42.85905
North Sea Compilation,Gonyaulacaceae,other,Scriniodinium,pharo,NA,5% paratollia,"Costa and Davey, 1992",0.05 in amm_b_Paratollia/Platylenticeras,LO,NA,NA,136.488,36.11312
North Sea Compilation,Gonyaulacaceae,other,Scriniodinium,pharo,NA,0% icenii,"Costa and Davey, 1992",0 in amm_b_Surites icenii,FO,NA,NA,138.77,35.5198
North Sea Compilation,Gonyaulacaceae,other,Scriniodinium,campanula,NA,0% socialis,"Costa and Davey, 1992",0.5 in amm_b_Placenticeras polyopsis,LO,NA,NA,84.55,43.1095
Scotian Margin,Areoligeraceae,all,Adnatosphaeridium,vittanum,NA,75% NP17,"Fensome et al., 2008",0.75 in nan_n_NP17,LO,NA,NA,37.5105,35.34811
Scotian Margin,Areoligeraceae,all,Glaphyrocysta,exuberans,NA,0% in priabonian,"Williams et al., 1993",0 in stage_Priabonian,LO,NA,NA,37.71,35.3122
1053,Areoligeraceae,all,Schematophora,speciosa,NA,0% CP15a,"Van Mourik et al., 2001",0 in nan_c_CP15,FO,NA,NA,37.77,24.1345
1053,Areoligeraceae,all,Glaphyrocysta,intricata,NA,90% CP14b,"Van Mourik et al., 2001",0.9 in nan_c_CP14b,FO,NA,NA,37.91568,24.112648
