location,Family,Subfamily,genus,species,subspecies,original entry,Source,Calibration,FO_LO,...11,...12,Age,pal_lat
959,Cladopyxiaceae,all,Fibradinium,annetorpense,NA,100% in Danian,"Masure et al., 1998",1 in stage_Danian,LO,NA,NA,61.66,-9.8672
959,Gonyaulacaceae,other,Fibrocysta,axialis,NA,50% danian,"Masure et al., 1998",0.5 in stage_Danian,FO,NA,NA,63.85,-9.692
959,Gonyaulacaceae,other,Fibrocysta,bipolaris,NA,80% selandian,"Masure et al., 1998",0.8 in stage_Selandian,FO,NA,NA,59.724000000000004,-9.9724
959,Gonyaulacaceae,other,Fibrocysta,radiata,NA,80% selandian,"Masure et al., 1998",0.8 in stage_Selandian,FO,NA,NA,59.724000000000004,-9.9724
959,Gonyaulacaceae,Cribroperidinioideae,Florentinia,radiculata,NA,50% in coniacian,"Masure et al., 1998",0.5 in stage_Coniacian,FO,NA,NA,87.545,-7.57005
959,Gonyaulacaceae,Cribroperidinioideae,Florentinia,radiculata,NA,75% in danian,"Masure et al., 1998",0.75 in stage_Danian,LO,NA,NA,62.754999999999995,-9.7796
959,Gonyaulacaceae,Cribroperidinioideae,Florentinia,resex,NA,60% in santonian,"Masure et al., 1998",0.6 in stage_Santonian,LO,NA,NA,84.47,-7.9083000000000006
959,Areoligeraceae,all,Glaphyrocysta,wilsonii,NA,25% in danian,"Masure et al., 1998",0.25 in stage_Danian,LO,NA,NA,64.94500000000001,-9.604399999999998
959,Areoligeraceae,all,Glaphyrocysta,wilsonii,NA,0% in maastrichtian,"Masure et al., 1998",0 in stage_Maastrichtian,FO,NA,NA,72.17,-9.026399999999999
959,Gonyaulacaceae,Gonyaulacoideae,Hafniasphaera,fluens,NA,0% in maastrichtian,"Masure et al., 1998",0 in stage_Maastrichtian,FO,NA,NA,72.17,-9.026399999999999
959,Gonyaulacaceae,Gonyaulacoideae,Hystrichodinium,pulchrum,NA,100% in campanian,"Masure et al., 1998",1 in stage_Campanian,LO,NA,NA,72.17,-9.026399999999999
959,Gonyaulacaceae,Gonyaulacoideae,Hystrichodinium,ramoides,NA,10% maastrichtian,"Masure et al., 1998",0.1 in stage_Maastrichtian,LO,NA,NA,71.557,-9.075439999999999
959,Gonyaulacaceae,Gonyaulacoideae,Hystrichodinium,ramoides,NA,50% santonian,"Masure et al., 1998",0.5 in stage_Santonian,FO,NA,NA,84.67500000000001,-7.885749999999999
959,Peridiniaceae,Deflandreoideae,Isabelidinium,acuminatum,NA,0% in santonian,"Masure et al., 1998",0 in stage_Santonian,FO,NA,NA,85.7,-7.773
959,Gonyaulacaceae,Cribroperidinioideae,Kenleyia,lophophora,NA,100% in maastrichtian,"Masure et al., 1998",1 in stage_Maastrichtian,LO,NA,NA,66.04,-9.5168
959,Gonyaulacaceae,Cribroperidinioideae,Kenleyia,pachycerata,NA,80% selandian,"Masure et al., 1998",0.8 in stage_Selandian,FO,NA,NA,59.724000000000004,-9.9724
959,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,loffrense,NA,0% in maastrichtian,"Masure et al., 1998",0 in stage_Maastrichtian,FO,NA,NA,72.17,-9.026399999999999
959,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,loffrense,NA,80% in maastrichtian,"Masure et al., 1998",0.8 in stage_Maastrichtian,LO,NA,NA,67.266,-9.418719999999999
959,Gonyaulacaceae,other,Liesbergia,abdounensis,NA,100% danian,"Masure et al., 1998",1 in stage_Danian,LO,NA,NA,61.66,-9.8672
959,Cladopyxiaceae,all,Microdinium,densigranulosum,NA,50% Selandian,"Masure et al., 1998",0.5 in stage_Selandian,LO,NA,NA,60.45,-9.964
959,Ceratiaceae,all,Odontochitina,operculata,NA,0% campanian,"Masure et al., 1998",0 in stage_Campanian,FO,NA,NA,83.65,-7.9985
959,Ceratiaceae,all,Odontochitina,porifera,NA,100% in campanian,"Masure et al., 1998",1 in stage_Campanian,LO,NA,NA,72.17,-9.026399999999999
959,Ceratiaceae,all,Odontochitina,operculata,NA,0% in danian,"Masure et al., 1998",0 in stage_Danian,LO,NA,NA,66.04,-9.5168
959,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,pulcherrimum,NA,100% in campanian,"Masure et al., 1998",1 in stage_Campanian,LO,NA,NA,72.17,-9.026399999999999
959,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,pulcherrimum,NA,0% santonian,"Masure et al., 1998",0 in stage_Santonian,FO,NA,NA,85.7,-7.773
959,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,dividuum,NA,100% in santonian,"Masure et al., 1998",1 in stage_Santonian,LO,NA,NA,83.65,-7.9985
959,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,porosum,NA,100% in santonian,"Masure et al., 1998",1 in stage_Santonian,LO,NA,NA,83.65,-7.9985
959,Peridiniaceae,Deflandreoideae,Palaeocystodinium,australinum,NA,100% in Danian,"Masure et al., 1998",1 in stage_Danian,LO,NA,NA,61.66,-9.8672
959,Peridiniaceae,Deflandreoideae,Palaeocystodinium,australinum,NA,0% in maastrichtian,"Masure et al., 1998",0 in stage_Maastrichtian,FO,NA,NA,72.17,-9.026399999999999
959,Peridiniaceae,Palaeoperidinioideae,Palaeohystrichophora,cheit,NA,50% in campanian,"Masure et al., 1998",0.5 in stage_Campanian,LO,NA,NA,77.91,-8.5672
959,Peridiniaceae,Palaeoperidinioideae,Palaeohystrichophora,infusorioides,NA,15% in Campanian,"Masure et al., 1998",0.15 in stage_Campanian,LO,NA,NA,81.92800000000001,-8.187919999999998
959,Gonyaulacaceae,Leptodinioideae,Perisseiasphaeridium,pannosum,NA,80% selandian,"Masure et al., 1998",0.8 in stage_Selandian,FO,NA,NA,59.724000000000004,-9.9724
959,Protoperidiniaceae,all,Phelodinium,magnificum,NA,0% campanian,"Masure et al., 1998",0 in stage_Campanian,FO,NA,NA,83.65,-7.9985
959,Protoperidiniaceae,all,Phelodinium,magnificum,NA,100% in campanian,"Masure et al., 1998",1 in stage_Campanian,LO,NA,NA,72.17,-9.026399999999999
959,Gonyaulacaceae,Gonyaulacoideae,Pterodinium,cingulatum,cingulatum,100% in danian,"Masure et al., 1998",1 in stage_Danian,LO,NA,NA,61.66,-9.8672
959,Gonyaulacaceae,Gonyaulacoideae,Pterodinium,cingulatum,NA,0% in maastrichtian,"Masure et al., 1998",0 in stage_Maastrichtian,FO,NA,NA,72.17,-9.026399999999999
959,Peridiniaceae,Deflandreoideae,Senegalinium,laevigatum,NA,100% in campanian,"Masure et al., 1998",1 in stage_Campanian,LO,NA,NA,72.17,-9.026399999999999
959,Gonyaulacaceae,Gonyaulacoideae,Spiniferella,cornuta,NA,80% selandian,"Masure et al., 1998",0.8 in stage_Selandian,FO,NA,NA,59.724000000000004,-9.9724
959,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,twistringiensis,NA,0% campanian,"Masure et al., 1998",0 in stage_Campanian,FO,NA,NA,83.65,-7.9985
959,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,bejui,NA,100% in santonian,"Masure et al., 1998",1 in stage_Santonian,LO,NA,NA,83.65,-7.9985
959,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,twistringiensis,NA,0% in thanetian,"Masure et al., 1998",0 in stage_Thanetian,LO,NA,NA,59.24,-9.924
959,Order Gonyaulacales Family uncertain,uncertain,Tanyosphaeridium,xanthiopyxides,NA,100% danian,"Masure et al., 1998",1 in stage_Danian,LO,NA,NA,61.66,-9.8672
959,Gonyaulacaceae,Gonyaulacoideae,Tectatodinium,pellitum,NA,0% selandian,"Masure et al., 1998",0 in stage_Selandian,FO,NA,NA,61.66,-9.8672
959,Gonyaulacaceae,other,Trichodinium,castanea,NA,0% campanian,"Masure et al., 1998",0 in stage_Campanian,FO,NA,NA,83.65,-7.9985
959,Gonyaulacaceae,other,Trichodinium,castanea,NA,50% in maastrichtian,"Masure et al., 1998",0.5 in stage_Maastrichtian,LO,NA,NA,69.105,-9.2716
959,Peridiniaceae,Deflandreoideae,Trithyrodinium,druggii,NA,33% in maastrichtian,"Masure et al., 1998",0.33 in stage_Maastrichtian,LO,NA,NA,70.14710000000001,-9.188232
959,Gonyaulacaceae,Gonyaulacoideae,Unipontidinium,grande,NA,0% santonian,"Masure et al., 1998",0 in stage_Santonian,FO,NA,NA,85.7,-7.773
959,Gonyaulacaceae,Gonyaulacoideae,Unipontidinium,grande,NA,50% santonian,"Masure et al., 1998",0.5 in stage_Santonian,LO,NA,NA,84.67500000000001,-7.885749999999999
959,Ceratiaceae,all,Xenascus,gochtii,NA,75% in coniacian,"Masure et al., 1998",0.75 in stage_Coniacian,LO,NA,NA,86.6225,-7.671525
959,Ceratiaceae,all,Xenascus,ghanaensis,NA,0% maastrichtian,"Masure et al., 1998",0 in stage_Maastrichtian,FO,NA,NA,72.17,-9.026399999999999
959,Ceratiaceae,all,Xenascus,ghanaensis,NA,25% in maastrichtian,"Masure et al., 1998",0.25 in stage_Maastrichtian,LO,NA,NA,70.6375,-9.149
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,gigas,NA,20% in hudlestoni,"Bailey et al., 1997",0.2 in amm_b_Pectinatites hudlestoni,LO,NA,NA,147.744,37.8992
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,longicorne,NA,25% in pectinatus,"Bailey et al., 1997",0.25 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.21,37.827999999999996
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Leptodinioideae,Dichadogonyaulax,culmula,NA,20% in pectinatus,"Bailey et al., 1997",0.2 in amm_b_Pectinatites pectinatus,FO,NA,NA,147.24,37.832
Kimmeridge Clay N Yorkshire,Order Gonyaulacales Family uncertain,uncertain,Dingodinium,jurassicum,NA,20% in hudlestoni,"Bailey et al., 1997",0.2 in amm_b_Pectinatites hudlestoni,LO,NA,NA,147.744,37.8992
Kimmeridge Clay N Yorkshire,Order Gonyaulacales Family uncertain,uncertain,Dingodinium,cerviculum,NA,75% in hudlestoni,"Bailey et al., 1997",0.75 in amm_b_Pectinatites hudlestoni,LO,NA,NA,147.48000000000002,37.864
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,other,Dissiliodinium,psilatum,NA,55% in hudlestoni,"Bailey et al., 1997",0.55 in amm_b_Pectinatites hudlestoni,FO,NA,NA,147.57600000000002,37.8768
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,other,Dissiliodinium,psilatum,NA,75% in hudlestoni,"Bailey et al., 1997",0.75 in amm_b_Pectinatites hudlestoni,LO,NA,NA,147.48000000000002,37.864
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,other,Dissiliodinium,globulus,NA,25% in pectinatus,"Bailey et al., 1997",0.25 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.21,37.827999999999996
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,other,Edwardsiella,sexispinosa,NA,0% in pectinatus,"Bailey et al., 1997",0 in amm_b_Pectinatites pectinatus,FO,NA,NA,147.36,37.848
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Leptodinioideae,Egmontodinium,torynum,NA,50% in pectinatus,"Bailey et al., 1997",0.5 in amm_b_Pectinatites pectinatus,FO,NA,NA,147.06,37.808
Kimmeridge Clay N Yorkshire,Order Gonyaulacales Family uncertain,uncertain,Epiplosphaera,areolata,NA,0% in pectinatus,"Bailey et al., 1997",0 in amm_b_Pectinatites pectinatus,FO,NA,NA,147.36,37.848
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,other,Glossodinium,dimorphum,NA,75% in hudlestoni,"Bailey et al., 1997",0.75 in amm_b_Pectinatites hudlestoni,FO,NA,NA,147.48000000000002,37.864
Kimmeridge Clay N Yorkshire,Pareodiniaceae,all,Gochteodinia,mutabilis,NA,50% in pectinatus,"Bailey et al., 1997",0.5 in amm_b_Pectinatites pectinatus,FO,NA,NA,147.06,37.808
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Gonyaulacoideae,Hystrichodinium,pulchrum,NA,0%in pectinatus,"Bailey et al., 1997",0 in amm_b_Pectinatites pectinatus,FO,NA,NA,147.36,37.848
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Gonyaulacoideae,Hystrichodinium,pulchrum,NA,10% in pectinatus,"Bailey et al., 1997",0.1 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.3,37.839999999999996
Kimmeridge Clay N Yorkshire,Goniodomaceae,all,Hystrichosphaeridium,petilum,NA,55% in hudlestoni,"Bailey et al., 1997",0.55 in amm_b_Pectinatites hudlestoni,FO,NA,NA,147.57600000000002,37.8768
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,other,Hystrichosphaerina,orbifera,NA,55% in hudlestoni,"Bailey et al., 1997",0.55 in amm_b_Pectinatites hudlestoni,FO,NA,NA,147.57600000000002,37.8768
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,other,Hystrichosphaerina,orbifera,NA,20% in pectinatus,"Bailey et al., 1997",0.2 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.24,37.832
Kimmeridge Clay N Yorkshire,Order Gonyaulacales Family uncertain,uncertain,Impletosphaeridium,ehrenbergii,NA,55% in hudlestoni,"Bailey et al., 1997",0.55 in amm_b_Pectinatites hudlestoni,LO,NA,NA,147.57600000000002,37.8768
Kimmeridge Clay N Yorkshire,Pareodiniaceae,all,Kalyptea,stegasta,NA,25% in pectinatus,"Bailey et al., 1997",0.25 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.21,37.827999999999996
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,telaspinosum,NA,55% in hudlestoni,"Bailey et al., 1997",0.55 in amm_b_Pectinatites hudlestoni,FO,NA,NA,147.57600000000002,37.8768
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,porosispinum,NA,50% in pectinatus,"Bailey et al., 1997",0.5 in amm_b_Pectinatites pectinatus,FO,NA,NA,147.06,37.808
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Leptodinioideae,Leptodinium,antigonium,NA,25% in pectinatus,"Bailey et al., 1997",0.25 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.21,37.827999999999996
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Leptodinioideae,Leptodinium,arcuatum,NA,25% in pectinatus,"Bailey et al., 1997",0.25 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.21,37.827999999999996
Kimmeridge Clay N Yorkshire,Pareodiniaceae,all,Paragonyaulacysta,borealis,NA,55% in hudlestoni,"Bailey et al., 1997",0.55 in amm_b_Pectinatites hudlestoni,FO,NA,NA,147.57600000000002,37.8768
Kimmeridge Clay N Yorkshire,Pareodiniaceae,all,Paragonyaulacysta,borealis,NA,0% in pectinatus,"Bailey et al., 1997",0 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.36,37.848
Kimmeridge Clay N Yorkshire,Pareodiniaceae,all,Protobatioladinium,westburiense,NA,75% in hudlestoni,"Bailey et al., 1997",0.75 in amm_b_Pectinatites hudlestoni,FO,NA,NA,147.48000000000002,37.864
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Gonyaulacoideae,Psaligonyaulax,cypraea,NA,10% in pectinatus,"Bailey et al., 1997",0.1 in amm_b_Pectinatites pectinatus,FO,NA,NA,147.3,37.839999999999996
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Leptodinioideae,Rhynchodiniopsis,pennata,NA,0% in pectinatus,"Bailey et al., 1997",0 in amm_b_Pectinatites pectinatus,FO,NA,NA,147.36,37.848
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Leptodinioideae,Rotosphaeropsis,thula,NA,75% in hudlestoni,"Bailey et al., 1997",0.75 in amm_b_Pectinatites hudlestoni,FO,NA,NA,147.48000000000002,37.864
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,other,Scriniodinium,dictyotum,NA,25% in pectinatus,"Bailey et al., 1997",0.25 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.21,37.827999999999996
Kimmeridge Clay N Yorkshire,Areoligeraceae,all,Senoniasphaera,clavellii,NA,25% in pectinatus,"Bailey et al., 1997",0.25 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.21,37.827999999999996
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Leptodinioideae,Systematophora,penicillata,NA,0% in pectinatus,"Bailey et al., 1997",0 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.36,37.848
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Gonyaulacoideae,Tubotuberella,apatela,NA,55% in hudlestoni,"Bailey et al., 1997",0.55 in amm_b_Pectinatites hudlestoni,FO,NA,NA,147.57600000000002,37.8768
Kimmeridge Clay N Yorkshire,Gonyaulacaceae,Gonyaulacoideae,Tubotuberella,egemenii,NA,75% in hudlestoni,"Bailey et al., 1997",0.75 in amm_b_Pectinatites hudlestoni,FO,NA,NA,147.48000000000002,37.864
Tusa,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,alcicornu,NA,50% CP15b,"Baruffini et al., 2002",0.25 in nan_c_CP15,FO,NA,NA,36.9375,30.241666666666667
Tusa,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,45% in CP16b,"Baruffini et al., 2002",0.45 in nan_c_CP16b,LO,NA,NA,33.2225,30.737
Tusa,Areoligeraceae,all,Glaphyrocysta,semitecta,NA,25% CP16a,"Baruffini et al., 2002",0.25 in nan_c_CP16a,FO,NA,NA,34.1975,30.607
Tusa,Areoligeraceae,all,Glaphyrocysta,semitecta,NA,50% in CP16c,"Baruffini et al., 2002",0.5 in nan_c_CP16c,LO,NA,NA,32.47,30.837333333333333
Tusa,Gonyaulacaceae,other,Hemiplacophora,semilunifera,NA,50% in CP16a,"Baruffini et al., 2002",0.5 in nan_c_CP16a,LO,NA,NA,33.955,30.639333333333333
Tusa,Peridiniaceae,Wetzelielloideae,Wetzeliella,gochtii,NA,67% CP16b,"Baruffini et al., 2002",0.67 in nan_c_CP16b,FO,NA,NA,33.1015,30.75313333333333
Borneo,Peridiniaceae,Wetzelielloideae,Apectodinium,hyperacanthum,NA,100% in Priabonian,"Besems, 1993",1 in stage_Priabonian,LO,NA,NA,33.9,10.588000000000001
Borneo,Gonyaulacaceae,Gonyaulacoideae,Cannosphaeropsis,utinensis,NA,100% in Piacenzian,"Besems, 1993",1 in stage_Piacenzian,LO,NA,NA,2.58,5.2707999999999995
Borneo,Gonyaulacaceae,Gonyaulacoideae,Cannosphaeropsis,utinensis,NA,50% Tortonian,"Besems, 1993",0.5 in stage_Tortonian,FO,NA,NA,9.45,7.057
Borneo,Order Gonyaulacales Family uncertain,uncertain,Cleistosphaeridium,placacanthum,NA,0% Rupelian,"Besems, 1993",0 in stage_Rupelian,FO,NA,NA,33.9,10.588000000000001
Borneo,Gonyaulacaceae,Cribroperidinioideae,Cordosphaeridium,gracile,NA,100% in Priabonian,"Besems, 1993",1 in stage_Priabonian,LO,NA,NA,33.9,10.588000000000001
Borneo,Gonyaulacaceae,Cribroperidinioideae,Cordosphaeridium,inodes,NA,100% in Priabonian,"Besems, 1993",1 in stage_Priabonian,LO,NA,NA,33.9,10.588000000000001
Borneo,Order Gonyaulacales Family uncertain,uncertain,Dapsilidinium,pastielsii,NA,100% in Piacenzian,"Besems, 1993",1 in stage_Piacenzian,LO,NA,NA,2.58,5.2707999999999995
Borneo,Order Gonyaulacales Family uncertain,uncertain,Dapsilidinium,pastielsii,NA,0% Serravallian,"Besems, 1993",0 in stage_Serravallian,FO,NA,NA,13.82,7.773
Borneo,Cladopyxiaceae,all,Enneadocysta,multicornuta,NA,100% in Priabonian,"Besems, 1993",1 in stage_Priabonian,LO,NA,NA,33.9,10.588000000000001
Borneo,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,israelianum,NA,67% Burdigalian,"Besems, 1993",0.67 in stage_Burdigalian,FO,NA,NA,17.4618,8.31927
Borneo,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,microtriainum,NA,100% in Priabonian,"Besems, 1993",1 in stage_Priabonian,LO,NA,NA,33.9,10.588000000000001
Borneo,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,mirabilis,NA,0% Serravallian,"Besems, 1993",0 in stage_Serravallian,FO,NA,NA,13.82,7.773
Borneo,Gonyaulacaceae,Cribroperidinioideae,Thalassiphora,pelagica,NA,100% in Priabonian,"Besems, 1993",1 in stage_Priabonian,LO,NA,NA,33.9,10.588000000000001
Borneo,Goniodomaceae,all,Tuberculodinium,vancampoae,NA,75% Chattian,"Besems, 1993",0.75 in stage_Chattian,FO,NA,NA,24.1025,9.602549999999999
Marche,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,emslandense,NA,50% NN4,"Biffi and Manum, 1988",0.5 in nan_n_NN4,FO,NA,NA,16.4,38.911052772276925
Marche,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,spiridoides,NA,80% NN4,"Biffi and Manum, 1988",0.8 in nan_n_NN4,FO,NA,NA,15.475999999999999,39.16500077827945
Marche,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,100% in NP22,"Biffi and Manum, 1988",1 in nan_n_NP22,LO,NA,NA,32.02,36.033778716327966
Marche,Order Gonyaulacales Family uncertain,uncertain,Caligodinium,amiculum,NA,80% in NN4,"Biffi and Manum, 1988",0.8 in nan_n_NN4,LO,NA,NA,15.475999999999999,39.16500077827945
Marche,Order Gonyaulacales Family uncertain,uncertain,Caligodinium,amiculum,NA,0% NP21,"Biffi and Manum, 1988",0 in nan_n_NP21,FO,NA,NA,34.44,35.42632704072114
Marche,Order Gonyaulacales Family uncertain,uncertain,Caligodinium,pychnum,NA,50% in NN4,"Biffi and Manum, 1988",0.5 in nan_n_NN4,LO,NA,NA,16.4,38.911052772276925
Marche,Order Gonyaulacales Family uncertain,uncertain,Caligodinium,pychnum,NA,80% NP25,"Biffi and Manum, 1988",0.8 in nan_n_NP25,FO,NA,NA,23.8628,37.38826188418983
Marche,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,mediterranea,NA,25% N4,"Biffi and Manum, 1988",0.25 in plfor_A_N4,FO,NA,NA,22.927575,37.51739960397137
Marche,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,mediterranea,NA,100% in N7,"Biffi and Manum, 1988",1 in plfor_A_N7,LO,NA,NA,16.39,38.91380112732025
Marche,Peridiniaceae,Wetzelielloideae,Charlesdowniea,variabilis,NA,0% NP22,"Biffi and Manum, 1988",0 in nan_n_NP22,FO,NA,NA,32.92,35.80786693614361
Marche,Peridiniaceae,Wetzelielloideae,Charlesdowniea,variabilis,NA,25% in P20,"Biffi and Manum, 1988",0.25 in plfor_A_P20,LO,NA,NA,30.006125,36.539287701126604
Marche,Areoligeraceae,all,Chiropteridium,galea,NA,50% in NN2,"Biffi and Manum, 1988",0.5 in nan_n_NN2,LO,NA,NA,20.93,37.793228715246855
Marche,Areoligeraceae,all,Chiropteridium,galea,NA,25% P20,"Biffi and Manum, 1988",0.25 in plfor_A_P20,FO,NA,NA,30.006125,36.539287701126604
Marche,Areoligeraceae,all,Chiropteridium,lobospinosum,NA,75% in NP25,"Biffi and Manum, 1988",0.75 in nan_n_NP25,LO,NA,NA,24.046999999999997,37.36282718346673
Marche,Gonyaulacaceae,Cribroperidinioideae,Cordosphaeridium,funiculatum,NA,0% NP21,"Biffi and Manum, 1988",0 in nan_n_NP21,FO,NA,NA,34.44,35.42632704072114
Marche,Gonyaulacaceae,Cribroperidinioideae,Cordosphaeridium,funiculatum,NA,100% in NP21,"Biffi and Manum, 1988",1 in nan_n_NP21,LO,NA,NA,32.92,35.80786693614361
Marche,Gonyaulacaceae,Gonyaulacoideae,Corrudinium,incompositum,NA,75% in P20,"Biffi and Manum, 1988",0.75 in plfor_A_P20,LO,NA,NA,29.457375,36.615751890715714
Marche,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,tenuitabulatum,NA,0% NN4,"Biffi and Manum, 1988",0 in nan_n_NN4,FO,NA,NA,17.94,38.48780609560606
Marche,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,granomembranaceum,NA,60% NN4,"Biffi and Manum, 1988",0.6 in nan_n_NN4,FO,NA,NA,16.092,38.9957021076111
Marche,Peridiniaceae,Deflandreoideae,Deflandrea,phosphoritica,spinulosa,75% in NN1,"Biffi and Manum, 1988",0.75 in nan_n_NN1,LO,NA,NA,22.7915,37.536189109405115
Marche,Peridiniaceae,Deflandreoideae,Deflandrea,arcuata,NA,0% NP22,"Biffi and Manum, 1988",0 in nan_n_NP22,FO,NA,NA,32.92,35.80786693614361
Marche,Peridiniaceae,Deflandreoideae,Deflandrea,arcuata,NA,0% in NP25,"Biffi and Manum, 1988",0 in nan_n_NP25,LO,NA,NA,26.810000000000002,36.98130667262024
Marche,Peridiniaceae,Deflandreoideae,Deflandrea,heterophlycta,NA,25% in NP25,"Biffi and Manum, 1988",0.25 in nan_n_NP25,LO,NA,NA,25.889000000000003,37.10848017623574
Marche,Peridiniaceae,Deflandreoideae,Deflandrea,heterophlycta,NA,25% P20,"Biffi and Manum, 1988",0.25 in plfor_A_P20,FO,NA,NA,30.006125,36.539287701126604
Marche,Peridiniaceae,Deflandreoideae,Deflandrea,phosphoritica,spinulosa,50% P20,"Biffi and Manum, 1988",0.5 in plfor_A_P20,FO,NA,NA,29.731749999999998,36.57786564744264
Marche,Peridiniaceae,Deflandreoideae,Deflandrea,leptodermata,NA,100% in P22,"Biffi and Manum, 1988",1 in plfor_A_P22,LO,NA,NA,23.5301,37.434201758948646
Marche,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,fusiforme,NA,0% N4,"Biffi and Manum, 1988",0 in plfor_A_N4,FO,NA,NA,23.5301,37.434201758948646
Marche,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,paradoxum,NA,0% NP25,"Biffi and Manum, 1988",0 in nan_n_NP25,FO,NA,NA,26.810000000000002,36.98130667262024
Marche,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,paradoxum,NA,0% in P22,"Biffi and Manum, 1988",0 in plfor_A_P22,LO,NA,NA,26.9295,36.964805876005634
Marche,Cladopyxiaceae,all,Enneadocysta,multicornuta,NA,100% in NP22,"Biffi and Manum, 1988",1 in nan_n_NP22,LO,NA,NA,32.02,36.033778716327966
Marche,Areoligeraceae,all,Glaphyrocysta,semitecta,NA,50% NP21,"Biffi and Manum, 1988",0.5 in nan_n_NP21,FO,NA,NA,33.68,35.61709698843237
Marche,Areoligeraceae,all,Glaphyrocysta,semitecta,NA,0% in NP22,"Biffi and Manum, 1988",0 in nan_n_NP22,LO,NA,NA,32.92,35.80786693614361
Marche,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,truncatum,NA,100% in N5,"Biffi and Manum, 1988",1 in plfor_A_N5,LO,NA,NA,17.59,38.583998522122165
Marche,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,truncatum,NA,0% NN1,"Biffi and Manum, 1988",0 in nan_n_NN1,FO,NA,NA,23.125999999999998,37.49000068708222
